,X,Y,Elevation,Distance,tau,geometry
245,667759.65661,3596784.15221,3497.0051,11206.021638285514,3523105.752365288,POINT (667759.6566099999 3596784.15221)
246,667789.65661,3596784.15221,3500.0,11236.021638285514,3534682.817463401,POINT (667789.6566099999 3596784.15221)
247,668059.65661,3596784.15221,3536.0,11598.153672641478,3709268.9296050365,POINT (668059.6566099999 3596784.15221)
248,664369.65661,3596754.15221,3150.0,6999.259735953035,2011591.8799441655,POINT (664369.6566099999 3596754.15221)
249,667459.65661,3596754.15221,3474.0073,10868.742417671936,3393144.173019327,POINT (667459.6566099999 3596754.15221)
250,667489.65661,3596754.15221,3477.0,10898.742417671936,3404685.9436751194,POINT (667489.6566099999 3596754.15221)
251,667519.65661,3596754.15221,3482.0,10928.742417671936,3416237.925091439,POINT (667519.6566099999 3596754.15221)
252,667819.65661,3596754.15221,3506.0,11278.448045156707,3551094.612502767,POINT (667819.6566099999 3596754.15221)
253,668029.65661,3596754.15221,3530.0,11555.727265770285,3682750.8678865624,POINT (668029.6566099999 3596754.15221)
254,664339.65661,3596724.15221,3145.0,6956.833329081842,1998148.2185338074,POINT (664339.6566099999 3596724.15221)
255,667849.65661,3596724.15221,3510.0,11320.8744520279,3567507.0813646833,POINT (667849.6566099999 3596724.15221)
256,667879.65661,3596724.15221,3516.0,11350.8744520279,3579115.3097018646,POINT (667879.6566099999 3596724.15221)
257,667999.65661,3596724.15221,3523.0,11513.300858899092,3656233.469806363,POINT (667999.6566099999 3596724.15221)
258,664309.65661,3596694.15221,3134.0,6914.406922210649,1984704.610533982,POINT (664309.6566099999 3596694.15221)
259,667909.65661,3596694.15221,3518.0,11393.300858899092,3595532.4981916808,POINT (667909.6566099999 3596694.15221)
260,667939.65661,3596694.15221,3518.0051,11423.300858899092,3607141.4420140544,POINT (667939.6566099999 3596694.15221)
261,667969.65661,3596694.15221,3518.0103,11453.300858899092,3618750.9424378173,POINT (667969.6566099999 3596694.15221)
262,667999.65661,3596694.15221,3519.0,11483.300858899092,3637483.307024074,POINT (667999.6566099999 3596694.15221)
263,664279.65661,3596664.15221,3125.0,6871.980515339456,1971265.8281743585,POINT (664279.6566099999 3596664.15221)
264,667999.65661,3596664.15221,3518.0176,11495.727265770285,3637242.2608162123,POINT (667999.6566099999 3596664.15221)
265,664249.65661,3596634.15221,3114.0,6829.554108468264,1957838.2259918,POINT (664249.6566099999 3596634.15221)
266,668029.65661,3596634.15221,3518.025,11538.153672641478,3655815.8200480863,POINT (668029.6566099999 3596634.15221)
267,664189.65661,3596604.15221,3105.0176,6757.127701597071,1934918.0609009692,POINT (664189.6566099999 3596604.15221)
268,664219.65661,3596604.15221,3108.0,6787.127701597071,1944411.6387412115,POINT (664219.6566099999 3596604.15221)
269,668029.65661,3596604.15221,3522.0,11568.153672641478,3668949.9375507054,POINT (668029.6566099999 3596604.15221)
270,664159.65661,3596574.15221,3105.0103,6714.701294725878,1921619.1606290755,POINT (664159.6566099999 3596574.15221)
271,668059.65661,3596574.15221,3527.0,11610.58007951267,3687527.226893574,POINT (668059.6566099999 3596574.15221)
272,664159.65661,3596544.15221,3105.0051,6684.701294725878,1912215.7462118957,POINT (664159.6566099999 3596544.15221)
273,668089.65661,3596544.15221,3528.0,11653.006486383863,3706106.6489742436,POINT (668089.6566099999 3596544.15221)
274,664159.65661,3596514.15221,3105.0,6654.701294725878,1902812.4409518267,POINT (664159.6566099999 3596514.15221)
275,668089.65661,3596514.15221,3528.0051,11683.006486383863,3719244.7871516105,POINT (668089.6566099999 3596514.15221)
276,668119.65661,3596514.15221,3529.0,11713.006486383863,3732394.6363376705,POINT (668119.6566099999 3596514.15221)
277,668149.65661,3596514.15221,3532.0,11743.006486383863,3745545.3685626592,POINT (668149.6566099999 3596514.15221)
278,664129.65661,3596484.15221,3102.0,6612.274887854685,1889517.1472153491,POINT (664129.6566099999 3596484.15221)
279,668179.65661,3596484.15221,3535.0,11785.432893255056,3764144.0261730207,POINT (668179.6566099999 3596484.15221)
280,664069.65661,3596454.15221,3092.0073,6539.848480983493,1866822.343041148,POINT (664069.6566099999 3596454.15221)
281,664099.65661,3596454.15221,3096.0,6569.848480983493,1876222.625510014,POINT (664099.6566099999 3596454.15221)
282,668209.65661,3596454.15221,3539.0,11827.859300126249,3783015.266124382,POINT (668209.6566099999 3596454.15221)
283,664039.65661,3596424.15221,3092.0,6497.4220741123,1853529.4165849155,POINT (664039.6566099999 3596424.15221)
284,668239.65661,3596424.15221,3540.0,11870.285706997442,3801887.6361544305,POINT (668239.6566099999 3596424.15221)
285,663979.65661,3596394.15221,3080.0125,6424.995667241107,1830839.0648156449,POINT (663979.6566099999 3596394.15221)
286,664009.65661,3596394.15221,3086.0,6454.995667241107,1840237.6736409443,POINT (664009.6566099999 3596394.15221)
287,668239.65661,3596394.15221,3544.0,11900.285706997442,3815242.1534108454,POINT (668239.6566099999 3596394.15221)
288,663949.65661,3596364.15221,3080.0051,6382.569260369914,1817549.5332802073,POINT (663949.6566099999 3596364.15221)
289,668209.65661,3596364.15221,3549.0,11942.712113868634,3834128.859495414,POINT (668209.6566099999 3596364.15221)
290,663949.65661,3596334.15221,3080.0,6352.569260369914,1808176.9056922975,POINT (663949.6566099999 3596334.15221)
291,668239.65661,3596334.15221,3554.0,11985.138520739827,3853033.1633774727,POINT (668239.6566099999 3596334.15221)
292,663949.65661,3596304.15221,3079.0051,6322.569260369914,1798804.4579413289,POINT (663949.6566099999 3596304.15221)
293,668269.65661,3596304.15221,3557.0,12027.56492761102,3871943.34669983,POINT (668269.6566099999 3596304.15221)
294,663949.65661,3596274.15221,3079.0,6292.569260369914,1789435.1760431163,POINT (663949.6566099999 3596274.15221)
295,668299.65661,3596274.15221,3559.0,12069.991334482213,3890908.285810469,POINT (668299.6566099999 3596274.15221)
296,663919.65661,3596244.15221,3072.0176,6250.142853498722,1776185.0615839527,POINT (663919.6566099999 3596244.15221)
297,668329.65661,3596244.15221,3560.0,12112.417741353405,3909877.25453996,POINT (668329.6566099999 3596244.15221)
298,668359.65661,3596244.15221,3563.0,12142.417741353405,3923297.8142364724,POINT (668359.6566099999 3596244.15221)
299,663919.65661,3596214.15221,3072.0125,6220.142853498722,1766842.886606611,POINT (663919.6566099999 3596214.15221)
300,668389.65661,3596214.15221,3566.0,12184.844148224598,3942277.7365051983,POINT (668389.6566099999 3596214.15221)
301,663919.65661,3596184.15221,3072.0073,6190.142853498722,1757501.1027049362,POINT (663919.6566099999 3596184.15221)
302,668419.65661,3596184.15221,3569.0,12227.27055509579,3961275.3876912347,POINT (668419.6566099999 3596184.15221)
303,663919.65661,3596154.15221,3072.0,6160.142853498722,1748161.9137943613,POINT (663919.6566099999 3596154.15221)
304,668419.65661,3596154.15221,3576.0,12257.27055509579,3974712.9896166986,POINT (668419.6566099999 3596154.15221)
305,671299.65661,3596154.15221,3983.0,15891.900423072308,5803842.061437718,POINT (671299.6566099999 3596154.15221)
306,671329.65661,3596154.15221,3996.0,15921.900423072308,5823000.3780132765,POINT (671329.6566099999 3596154.15221)
307,663889.65661,3596124.15221,3070.0,6117.716446627529,1734959.0254758892,POINT (663889.6566099999 3596124.15221)
308,668449.65661,3596124.15221,3581.0,12299.696961966984,3993718.754854557,POINT (668449.6566099999 3596124.15221)
309,671269.65661,3596124.15221,3977.0,15849.474016201115,5776748.828889965,POINT (671269.6566099999 3596124.15221)
310,663889.65661,3596094.15221,3068.0,6087.716446627529,1725623.634975332,POINT (663889.6566099999 3596094.15221)
311,668449.65661,3596094.15221,3581.0051,12329.696961966984,4007157.9970536744,POINT (668449.6566099999 3596094.15221)
312,671209.65661,3596094.15221,3963.0,15777.047609329922,5730506.161054618,POINT (671209.6566099999 3596094.15221)
313,671239.65661,3596094.15221,3967.0,15807.047609329922,5749659.906374671,POINT (671239.6566099999 3596094.15221)
314,663889.65661,3596064.15221,3067.0103,6057.716446627529,1716289.4502992576,POINT (663889.6566099999 3596064.15221)
315,668479.65661,3596064.15221,3585.0,12372.123368838176,4026337.1802739003,POINT (668479.6566099999 3596064.15221)
316,668509.65661,3596064.15221,3592.0,12402.123368838176,4039943.5786675992,POINT (668509.6566099999 3596064.15221)
317,668539.65661,3596064.15221,3598.0,12432.123368838176,4053550.2633193503,POINT (668539.6566099999 3596064.15221)
318,671179.65661,3596064.15221,3961.0051,15734.62120245873,5707022.530716159,POINT (671179.6566099999 3596064.15221)
319,660979.65661,3596034.15221,3468.0,3437.056274847711,2002203.4122579233,POINT (660979.6566099999 3596034.15221)
320,663889.65661,3596034.15221,3067.0051,6027.716446627529,1706955.5492627905,POINT (663889.6566099999 3596034.15221)
321,668569.65661,3596034.15221,3601.0,12474.549775709369,4072851.852919393,POINT (668569.6566099999 3596034.15221)
322,668599.65661,3596034.15221,3605.0,12504.549775709369,4086501.7305354592,POINT (668599.6566099999 3596034.15221)
323,671179.65661,3596034.15221,3961.0,15704.62120245873,5690554.993139746,POINT (671179.6566099999 3596034.15221)
324,660979.65661,3596004.15221,3460.0,3407.056274847711,1981368.5309420375,POINT (660979.6566099999 3596004.15221)
325,663889.65661,3596004.15221,3067.0,5997.716446627529,1697622.6054319502,POINT (663889.6566099999 3596004.15221)
326,668629.65661,3596004.15221,3608.0,12546.976182580562,4105807.4162220405,POINT (668629.6566099999 3596004.15221)
327,671149.65661,3596004.15221,3955.0,15662.194795587537,5667267.609009497,POINT (671149.6566099999 3596004.15221)
328,660949.65661,3595974.15221,3446.0,3364.629867976518,1951953.403059857,POINT (660949.6566099999 3595974.15221)
329,663859.65661,3595974.15221,3062.0,5955.290039756336,1684424.330398999,POINT (663859.6566099999 3595974.15221)
330,668659.65661,3595974.15221,3609.0,12589.402589451754,4125127.4636011347,POINT (668659.6566099999 3595974.15221)
331,671119.65661,3595974.15221,3934.0,15619.768388716344,5643980.635108792,POINT (671119.6566099999 3595974.15221)
332,660949.65661,3595944.15221,3434.0,3334.629867976518,1931156.5216477546,POINT (660949.6566099999 3595944.15221)
333,663859.65661,3595944.15221,3056.0,5925.290039756336,1675091.9179470744,POINT (663859.6566099999 3595944.15221)
334,668689.65661,3595944.15221,3612.0,12631.828996322947,4144468.3027572227,POINT (668689.6566099999 3595944.15221)
335,668719.65661,3595944.15221,3617.0,12661.828996322947,4158152.2258356516,POINT (668719.6566099999 3595944.15221)
336,671089.65661,3595944.15221,3923.0,15577.341981845151,5620700.22124395,POINT (671089.6566099999 3595944.15221)
337,660919.65661,3595914.15221,3422.0,3292.2034611053255,1901750.1573814298,POINT (660919.6566099999 3595914.15221)
338,663859.65661,3595914.15221,3055.0,5895.290039756336,1665759.8597905012,POINT (663859.6566099999 3595914.15221)
339,668749.65661,3595914.15221,3626.0,12704.25540319414,4177505.0423460235,POINT (668749.6566099999 3595914.15221)
340,671089.65661,3595914.15221,3916.0,15547.341981845151,5604240.510618035,POINT (671089.6566099999 3595914.15221)
341,660889.65661,3595884.15221,3409.0,3249.7770542341327,1872381.6573961389,POINT (660889.6566099999 3595884.15221)
342,663859.65661,3595884.15221,3049.0,5865.290039756336,1656427.836903273,POINT (663859.6566099999 3595884.15221)
343,668749.65661,3595884.15221,3630.0,12734.25540319414,4191193.792059684,POINT (668749.6566099999 3595884.15221)
344,671089.65661,3595884.15221,3906.0,15517.341981845151,5587785.721011734,POINT (671089.6566099999 3595884.15221)
345,660859.65661,3595854.15221,3398.0,3207.35064736294,1843017.0307299923,POINT (660859.6566099999 3595854.15221)
346,663859.65661,3595854.15221,3047.0227,5835.290039756336,1647119.7895703928,POINT (663859.6566099999 3595854.15221)
347,668779.65661,3595854.15221,3631.0,12776.681810065333,4210553.435543602,POINT (668779.6566099999 3595854.15221)
348,668809.65661,3595854.15221,3631.0073,12806.681810065333,4224400.507127664,POINT (668809.6566099999 3595854.15221)
349,670489.65661,3595854.15221,3818.0,14812.783540617995,5208428.915762013,POINT (670489.6566099999 3595854.15221)
350,670519.65661,3595854.15221,3818.0051,14842.783540617995,5223742.964068375,POINT (670519.6566099999 3595854.15221)
351,671089.65661,3595854.15221,3895.0,15487.341981845151,5571331.509990856,POINT (671089.6566099999 3595854.15221)
352,660829.65661,3595824.15221,3381.0,3164.9242404917472,1813656.275492176,POINT (660829.6566099999 3595824.15221)
353,663829.65661,3595824.15221,3047.0154,5792.8636328851435,1633958.455471384,POINT (663829.6566099999 3595824.15221)
354,668839.65661,3595824.15221,3636.0,12849.108216936525,4243991.869971839,POINT (668839.6566099999 3595824.15221)
355,670399.65661,3595824.15221,3805.0,14710.357133746802,5156154.87342467,POINT (670399.6566099999 3595824.15221)
356,670429.65661,3595824.15221,3809.0,14740.357133746802,5171464.932438656,POINT (670429.6566099999 3595824.15221)
357,670459.65661,3595824.15221,3815.0,14770.357133746802,5186775.6560675055,POINT (670459.6566099999 3595824.15221)
358,670549.65661,3595824.15221,3818.0125,14885.209947489187,5246110.121233879,POINT (670549.6566099999 3595824.15221)
359,670579.65661,3595824.15221,3828.0,14915.209947489187,5261927.589148534,POINT (670579.6566099999 3595824.15221)
360,671029.65661,3595824.15221,3879.0,15414.915574973958,5531609.914696315,POINT (671029.6566099999 3595824.15221)
361,671059.65661,3595824.15221,3886.0,15444.915574973958,5548062.968772293,POINT (671059.6566099999 3595824.15221)
362,660769.65661,3595794.15221,3360.0,3092.4978336205545,1763780.796883953,POINT (660769.6566099999 3595794.15221)
363,660799.65661,3595794.15221,3360.0073,3122.4978336205545,1784304.2240630775,POINT (660799.6566099999 3595794.15221)
364,663829.65661,3595794.15221,3047.0103,5762.8636328851435,1624653.8449892064,POINT (663829.6566099999 3595794.15221)
365,668839.65661,3595794.15221,3641.0,12879.108216936525,4257845.973444448,POINT (668839.6566099999 3595794.15221)
366,670309.65661,3595794.15221,3789.0,14607.93072687561,5103885.369008377,POINT (670309.6566099999 3595794.15221)
367,670339.65661,3595794.15221,3794.0,14637.93072687561,5119194.3205682635,POINT (670339.6566099999 3595794.15221)
368,670369.65661,3595794.15221,3802.0,14667.93072687561,5134503.493595241,POINT (670369.6566099999 3595794.15221)
369,670609.65661,3595794.15221,3829.0,14957.63635436038,5284297.22028185,POINT (670609.6566099999 3595794.15221)
370,670639.65661,3595794.15221,3830.0,14987.63635436038,5300115.938104542,POINT (670639.6566099999 3595794.15221)
371,670669.65661,3595794.15221,3833.0,15017.63635436038,5316249.421899249,POINT (670669.6566099999 3595794.15221)
372,670699.65661,3595794.15221,3834.0,15047.63635436038,5332385.057744132,POINT (670699.6566099999 3595794.15221)
373,670729.65661,3595794.15221,3839.0,15077.63635436038,5348524.192938756,POINT (670729.6566099999 3595794.15221)
374,670939.65661,3595794.15221,3867.0,15312.489168102766,5475631.533322109,POINT (670939.6566099999 3595794.15221)
375,670969.65661,3595794.15221,3875.0,15342.489168102766,5491987.89997076,POINT (670969.6566099999 3595794.15221)
376,670999.65661,3595794.15221,3878.0,15372.489168102766,5508347.097082578,POINT (670999.6566099999 3595794.15221)
377,660739.65661,3595764.15221,3358.0,3050.0714267493618,1734853.9614478399,POINT (660739.6566099999 3595764.15221)
378,663829.65661,3595764.15221,3047.0051,5732.8636328851435,1615350.8808215002,POINT (663829.6566099999 3595764.15221)
379,668869.65661,3595764.15221,3645.0,12921.534623807718,4277464.665175874,POINT (668869.6566099999 3595764.15221)
380,670189.65661,3595764.15221,3782.0,14475.504320004417,5036473.035448273,POINT (670189.6566099999 3595764.15221)
381,670219.65661,3595764.15221,3782.0051,14505.504320004417,5051721.311722099,POINT (670219.6566099999 3595764.15221)
382,670249.65661,3595764.15221,3782.0103,14535.504320004417,5066982.264736516,POINT (670249.6566099999 3595764.15221)
383,670279.65661,3595764.15221,3783.0,14565.504320004417,5082248.693913144,POINT (670279.6566099999 3595764.15221)
384,670759.65661,3595764.15221,3848.0,15120.062761231573,5371352.567391208,POINT (670759.6566099999 3595764.15221)
385,670789.65661,3595764.15221,3855.0,15150.062761231573,5387498.979454535,POINT (670789.6566099999 3595764.15221)
386,670819.65661,3595764.15221,3859.0,15180.062761231573,5403654.031708424,POINT (670819.6566099999 3595764.15221)
387,670849.65661,3595764.15221,3859.0051,15210.062761231573,5419809.354244212,POINT (670849.6566099999 3595764.15221)
388,670879.65661,3595764.15221,3862.0,15240.062761231573,5436155.263922804,POINT (670879.6566099999 3595764.15221)
389,670909.65661,3595764.15221,3864.0,15270.062761231573,5452501.738210343,POINT (670909.6566099999 3595764.15221)
390,660709.65661,3595734.15221,3331.0,3007.645019878169,1706052.4826899676,POINT (660709.6566099999 3595734.15221)
391,663829.65661,3595734.15221,3047.0,5702.8636328851435,1606088.6277573816,POINT (663829.6566099999 3595734.15221)
392,668899.65661,3595734.15221,3653.0,12963.96103067891,4297172.608086759,POINT (668899.6566099999 3595734.15221)
393,668929.65661,3595734.15221,3656.0,12993.96103067891,4311167.804819129,POINT (668929.6566099999 3595734.15221)
394,669829.65661,3595734.15221,3752.0,14078.225099390838,4835208.527154269,POINT (669829.6566099999 3595734.15221)
395,669859.65661,3595734.15221,3763.0,14108.225099390838,4850348.900403259,POINT (669859.6566099999 3595734.15221)
396,669889.65661,3595734.15221,3763.0051,14138.225099390838,4865489.486222778,POINT (669889.6566099999 3595734.15221)
397,669919.65661,3595734.15221,3767.0,14168.225099390838,4880637.944929165,POINT (669919.6566099999 3595734.15221)
398,669949.65661,3595734.15221,3767.0051,14198.225099390838,4895786.616626721,POINT (669949.6566099999 3595734.15221)
399,670009.65661,3595734.15221,3772.0,14283.077913133224,4938763.790093191,POINT (670009.6566099999 3595734.15221)
400,670039.65661,3595734.15221,3775.0,14313.077913133224,4953990.518242611,POINT (670039.6566099999 3595734.15221)
401,670069.65661,3595734.15221,3777.0,14343.077913133224,4969217.680592619,POINT (670069.6566099999 3595734.15221)
402,670099.65661,3595734.15221,3780.0,14373.077913133224,4984447.883630983,POINT (670099.6566099999 3595734.15221)
403,670129.65661,3595734.15221,3780.0051,14403.077913133224,4999678.303947414,POINT (670129.6566099999 3595734.15221)
404,670159.65661,3595734.15221,3780.0103,14433.077913133224,5014916.118554354,POINT (670159.6566099999 3595734.15221)
405,660709.65661,3595704.15221,3318.0,2977.645019878169,1685695.675075795,POINT (660709.6566099999 3595704.15221)
406,663829.65661,3595704.15221,3043.0,5672.8636328851435,1596826.4093018682,POINT (663829.6566099999 3595704.15221)
407,668959.65661,3595704.15221,3661.0,13036.387437550104,4330966.296112176,POINT (668959.6566099999 3595704.15221)
408,668989.65661,3595704.15221,3666.0,13066.387437550104,4344969.762638527,POINT (668989.6566099999 3595704.15221)
409,669769.65661,3595704.15221,3750.0,13988.225099390838,4789800.364968757,POINT (669769.6566099999 3595704.15221)
410,669799.65661,3595704.15221,3750.0051,14018.225099390838,4804933.305203712,POINT (669799.6566099999 3595704.15221)
411,669829.65661,3595704.15221,3750.0103,14048.225099390838,4820069.8540717885,POINT (669829.6566099999 3595704.15221)
412,669979.65661,3595704.15221,3767.0125,14240.651506262031,4917270.329319833,POINT (669979.6566099999 3595704.15221)
413,660709.65661,3595674.15221,3315.0,2947.645019878169,1665439.0946606537,POINT (660709.6566099999 3595674.15221)
414,663799.65661,3595674.15221,3041.0051,5630.437226013951,1583728.9205880796,POINT (663799.6566099999 3595674.15221)
415,669019.65661,3595674.15221,3670.0,13108.813844421296,4364777.033310103,POINT (669019.6566099999 3595674.15221)
416,669049.65661,3595674.15221,3672.0,13138.813844421296,4378834.3753421465,POINT (669049.6566099999 3595674.15221)
417,669709.65661,3595674.15221,3740.0,13915.798692519646,4753270.524610039,POINT (669709.6566099999 3595674.15221)
418,669739.65661,3595674.15221,3746.0,13945.798692519646,4768401.555681273,POINT (669739.6566099999 3595674.15221)
419,660679.65661,3595644.15221,3299.0,2905.2186130069763,1636794.6135369195,POINT (660679.6566099999 3595644.15221)
420,663799.65661,3595644.15221,3041.0,5600.437226013951,1574468.493163222,POINT (663799.6566099999 3595644.15221)
421,669079.65661,3595644.15221,3672.0073,13181.24025129249,4398715.601111247,POINT (669079.6566099999 3595644.15221)
422,669109.65661,3595644.15221,3672.0125,13211.24025129249,4412774.719930754,POINT (669109.6566099999 3595644.15221)
423,669709.65661,3595644.15221,3739.025,13885.798692519646,4738142.249645994,POINT (669709.6566099999 3595644.15221)
424,660679.65661,3595614.15221,3293.0,2875.2186130069763,1616554.2494361938,POINT (660679.6566099999 3595614.15221)
425,663799.65661,3595614.15221,3035.0,5570.437226013951,1565208.1000156729,POINT (663799.6566099999 3595614.15221)
426,669139.65661,3595614.15221,3675.0,13253.666658163682,4432678.378381102,POINT (669139.6566099999 3595614.15221)
427,669169.65661,3595614.15221,3679.0,13283.666658163682,4446810.575399448,POINT (669169.6566099999 3595614.15221)
428,669199.65661,3595614.15221,3688.0,13313.666658163682,4460944.254963897,POINT (669199.6566099999 3595614.15221)
429,669229.65661,3595614.15221,3691.0,13343.666658163682,4475268.43831648,POINT (669229.6566099999 3595614.15221)
430,669679.65661,3595614.15221,3739.0176,13843.372285648453,4716752.132125817,POINT (669679.6566099999 3595614.15221)
431,660649.65661,3595584.15221,3286.0,2832.7922061357835,1587972.212523903,POINT (660649.6566099999 3595584.15221)
432,663799.65661,3595584.15221,3032.0,5540.437226013951,1555947.7757273684,POINT (663799.6566099999 3595584.15221)
433,669259.65661,3595584.15221,3692.0,13386.093065034875,4495530.056667694,POINT (669259.6566099999 3595584.15221)
434,669289.65661,3595584.15221,3695.0,13416.093065034875,4509858.7440993525,POINT (669289.6566099999 3595584.15221)
435,669319.65661,3595584.15221,3698.0,13446.093065034875,4524194.718442584,POINT (669319.6566099999 3595584.15221)
436,669349.65661,3595584.15221,3704.0,13476.093065034875,4538531.0401239805,POINT (669349.6566099999 3595584.15221)
437,669469.65661,3595584.15221,3717.0,13620.94587877726,4608053.951926347,POINT (669469.6566099999 3595584.15221)
438,669499.65661,3595584.15221,3722.0,13650.94587877726,4622586.169722514,POINT (669499.6566099999 3595584.15221)
439,669529.65661,3595584.15221,3723.0,13680.94587877726,4637118.57015049,POINT (669529.6566099999 3595584.15221)
440,669559.65661,3595584.15221,3731.0,13710.94587877726,4651653.893843686,POINT (669559.6566099999 3595584.15221)
441,669589.65661,3595584.15221,3739.0,13740.94587877726,4666189.583098152,POINT (669589.6566099999 3595584.15221)
442,669619.65661,3595584.15221,3739.0051,13770.94587877726,4680725.455146018,POINT (669619.6566099999 3595584.15221)
443,669649.65661,3595584.15221,3739.0103,13800.94587877726,4695364.110660816,POINT (669649.6566099999 3595584.15221)
444,660619.65661,3595554.15221,3273.0,2790.365799264591,1559548.8298838455,POINT (660619.6566099999 3595554.15221)
445,663769.65661,3595554.15221,3027.0051,5498.010819142758,1542865.3552754659,POINT (663769.6566099999 3595554.15221)
446,669379.65661,3595554.15221,3707.0,13518.519471906067,4558807.6259624865,POINT (669379.6566099999 3595554.15221)
447,669409.65661,3595554.15221,3711.0,13548.519471906067,4573171.136414811,POINT (669409.6566099999 3595554.15221)
448,669439.65661,3595554.15221,3714.0,13578.519471906067,4587534.996682082,POINT (669439.6566099999 3595554.15221)
449,660589.65661,3595524.15221,3263.0,2747.939392393398,1531144.3018659358,POINT (660589.6566099999 3595524.15221)
450,663769.65661,3595524.15221,3027.0,5468.010819142758,1533615.2698780897,POINT (663769.6566099999 3595524.15221)
451,660559.65661,3595494.15221,3248.0,2705.5129855222053,1502767.969165795,POINT (660559.6566099999 3595494.15221)
452,663739.65661,3595494.15221,3021.0,5425.584412271565,1520535.5645194731,POINT (663739.6566099999 3595494.15221)
453,660529.65661,3595464.15221,3234.0,2663.0865786510126,1474398.4561046534,POINT (660529.6566099999 3595464.15221)
454,663709.65661,3595464.15221,3017.0073,5383.1580054003725,1507456.0530162659,POINT (663709.6566099999 3595464.15221)
455,660529.65661,3595434.15221,3223.0,2633.0865786510126,1454346.6095980464,POINT (660529.6566099999 3595434.15221)
456,663679.65661,3595434.15221,3017.0,5340.73159852918,1494378.3339561408,POINT (663679.6566099999 3595434.15221)
457,660499.65661,3595404.15221,3216.0322,2590.66017177982,1426013.6484251136,POINT (660499.6566099999 3595404.15221)
458,663649.65661,3595404.15221,3006.0352,5298.305191657987,1481300.7117705592,POINT (663649.6566099999 3595404.15221)
459,660469.65661,3595374.15221,3216.025,2548.233764908627,1397725.5006439663,POINT (660469.6566099999 3595374.15221)
460,663619.65661,3595374.15221,3006.0278,5255.878784786794,1468227.4943528608,POINT (663619.6566099999 3595374.15221)
461,660469.65661,3595344.15221,3216.0198,2518.233764908627,1377779.687175154,POINT (660469.6566099999 3595344.15221)
462,663619.65661,3595344.15221,3006.0227,5225.878784786794,1458983.9496218113,POINT (663619.6566099999 3595344.15221)
463,660439.65661,3595314.15221,3216.0125,2475.8073580374344,1349585.3829666527,POINT (660439.6566099999 3595314.15221)
464,663619.65661,3595314.15221,3006.0176,5195.878784786794,1449740.5073328258,POINT (663619.6566099999 3595314.15221)
465,660409.65661,3595284.15221,3216.0051,2433.3809511662416,1321415.1903589736,POINT (660409.6566099999 3595284.15221)
466,663619.65661,3595284.15221,3006.0125,5165.878784786794,1440499.2183937484,POINT (663619.6566099999 3595284.15221)
467,660409.65661,3595254.15221,3216.0,2403.3809511662416,1301517.53075742,POINT (660409.6566099999 3595254.15221)
468,663619.65661,3595254.15221,3006.0073,5135.878784786794,1431259.2277980743,POINT (663619.6566099999 3595254.15221)
469,660379.65661,3595224.15221,3203.0,2360.954544295049,1273379.644067849,POINT (660379.6566099999 3595224.15221)
470,663589.65661,3595224.15221,3006.0,5093.452377915602,1418192.3421993523,POINT (663589.6566099999 3595224.15221)
471,660379.65661,3595194.15221,3199.0,2330.954544295049,1253487.243482183,POINT (660379.6566099999 3595194.15221)
472,663559.65661,3595194.15221,3005.0,5051.025971044409,1405132.258648931,POINT (663559.6566099999 3595194.15221)
473,660349.65661,3595164.15221,3175.0,2288.528137423856,1225355.9667112036,POINT (660349.6566099999 3595164.15221)
474,663559.65661,3595164.15221,2994.0,5021.025971044409,1395897.9644531596,POINT (663559.6566099999 3595164.15221)
475,660349.65661,3595134.15221,3156.0,2258.528137423856,1205472.9027939406,POINT (660349.6566099999 3595134.15221)
476,663529.65661,3595134.15221,2988.0,4978.599564173216,1382838.8447014117,POINT (663529.6566099999 3595134.15221)
477,660349.65661,3595104.15221,3147.0,2228.528137423856,1185609.044629052,POINT (660349.6566099999 3595104.15221)
478,663529.65661,3595104.15221,2984.0051,4948.599564173216,1373608.3294999,POINT (663529.6566099999 3595104.15221)
479,660349.65661,3595074.15221,3136.0,2198.528137423856,1165757.9522108047,POINT (660349.6566099999 3595074.15221)
480,663529.65661,3595074.15221,2984.0,4918.599564173216,1364380.5006264078,POINT (663529.6566099999 3595074.15221)
481,660319.65661,3595044.15221,3116.0,2156.1017305526634,1137685.9071823484,POINT (660319.6566099999 3595044.15221)
482,663499.65661,3595044.15221,2981.0176,4876.173157302023,1351330.4760019933,POINT (663499.6566099999 3595044.15221)
483,660319.65661,3595014.15221,3106.0,2126.1017305526634,1117838.2910631848,POINT (660319.6566099999 3595014.15221)
484,663409.65661,3595014.15221,2981.0,4773.746750430831,1319832.1630964188,POINT (663409.6566099999 3595014.15221)
485,663439.65661,3595014.15221,2981.0051,4803.746750430831,1329057.240942348,POINT (663439.6566099999 3595014.15221)
486,663469.65661,3595014.15221,2981.0103,4833.746750430831,1338282.9978092706,POINT (663469.6566099999 3595014.15221)
487,660259.65661,3594984.15221,3078.0,2053.6753236814707,1069925.282386905,POINT (660259.6566099999 3594984.15221)
488,660289.65661,3594984.15221,3089.0,2083.6753236814707,1089771.1612015634,POINT (660289.6566099999 3594984.15221)
489,663379.65661,3594984.15221,2972.0,4731.320343559638,1306786.4611489428,POINT (663379.6566099999 3594984.15221)
